Title,Link,Authors,Abstract,Keywords,Date 
Successive-cyclic case assignment: Korean nominative-nominative case-stacking,https://ling.auf.net/lingbuzz/002989/current.pdf?_s=0qiAhEaIznPIOc1d,"['Levin, Theodore']","In this paper, I bring the phenomenon of Korean nominative-nominative case-stacking to bear on the current debate over Agree (e.g. Chomsky 2000, 2001) versus Dependent Case (e.g. Marantz 1991, Baker 2015) models. I argue that nominative-nominative stacking is incompatible with an Agree model of case-assignment. However, an emended Dependent Case model is well-suited to capture nominative-nominative case-stacking.","['case stacking', 'case alternation', 'dependent case', 'agree', 'movement', 'korean', 'morphology', 'syntax']",2016
"Structure, use, and syntactic ecology in language obsolescence",https://ling.auf.net/lingbuzz/002957/current.pdf?_s=HO0NFAedyR85_4H6,"['Adger, David']","Nancy Dorian’s foundational work on the loss of Gaelic in the East Sutherland communities continues to provide important insights into the nature of the process of language change in situations of obsolescence. In this article I look at a sub-set of Dorian’s data from the perspective of current syntactic theory, and argue that the connected loss of such apparently different constructions as objects of non-finite verbs, inalienable possessive structures, and a range of passives, and the concomitant restructuring of the grammar, all follow from the interaction between a reduction in agreement features on a functional head and the broad syntactic ecology of the language. This approach makes sense of why these apparently disparate constructions all undergo the particular kinds of change that are seen.","['syntactic features', 'language change', 'pro-drop', 'possessives', 'passives', 'scottish gaelic', 'semantics', 'morphology', 'syntax']",2016
Language evolution: Insisting on making it a mystery or turning it into a problem?,https://ling.auf.net/lingbuzz/003000/current.pdf?_s=rD92insPbWS4R9hO,"['Martins, Pedro Tiago', 'Boeckx, Cedric']","In a recent, widely-read paper, Hauser et al. (2014) offer a rather negative view of the state of affairs in language evolution. More specifically, the authors believe that little to no progress has been made in the various relevant  fields regarding the age-old questions of the origin and evolution of the human capacity for language. We beg to differ.
The authors’ strategy is to target some of the fields that have spawned the most activity and hypotheses in recent years (comparative animal behavior studies, achaeology, molecular biology and modelling), and then show what they have done wrong. These fields, they say, have not advanced much more than speculation. Instead, we think that it is the progress in these fields that accounts in large part for the revival of biolinguistic concerns.","['language evolution', 'evolutionary biology', 'theoretical linguistics', 'biolinguistics', 'comparative animal behavior studies', 'achaeology', 'molecular biology', 'modelling', 'syntax', 'phonology', 'semantics', 'morphology']",2016
Proxy control: a new species of obligatory control under modality,https://ling.auf.net/lingbuzz/002901/current.pdf?_s=7FigCPvA4ldmbBG_,"['Doliana, Aaron', 'Sundaresan, Sandhya']","The goal of this paper is to present evidence from Brazilian Portuguese (BP), German, Italian, and Tamil for a hitherto unobserved species of obligatory control (OC) that obtains only in the scope of deontic modality, which we term ""proxy control"". Formally, proxy control involves a non-exhaustive obligatory control relation between one set of individuals i and another, f (i), that is discourse-contextually related to it. It thus bears a clear connection to proxy readings reported in the realm of anaphora (Jackendoff 1992, Lidz 2004 Reuland and Winter 2009) though the nature of the proxy relationship is fundamentally different in both. We show, furthermore, that the environments that license proxy control are a proper subset of those that license partial control, another non-exhaustive obligatory control dependency. A central question that arises with respect to non-exhaustive control dependencies like partial and proxy control, given that these are discourse-contextually conditioned, is whether their treatment should be relegated entirely to (LF-)semantics or to discourse-pragmatics. Here, we provide novel evidence showing that proxy control can feed phi-agreement on floating quantifiers and secondary predicates in Brazilian Portuguese and Italian to argue that part of the proxy control dependency must be (morpho-)syntactically instantiated. The theoretical implications of these findings are potentially far-reaching. In addition to widening the typology of possible obligatory control dependencies in natural language, proxy control also poses a strong challenge to movement theories of control (e.g. involving a null comitative PP containing the controller in the controlled constituent, as in Boeckx et al. 2010, a.o.). We propose a preliminary analysis of the proxy control facts in terms of Landau (2015b)’s “logophoric” control, suggesting in particular that the mediating perspectival C head in the control complement encodes a species of deontic modal (Mod_deontic): this captures the property that proxy control only obtains in the scope of deontic modality, just as desired.","['proxy control', 'deontic modality', 'obligatory control', 'partial control', 'proxy anaphora', 'control shift', 'reference', 'phi-agreement', 'brazilian portuguese', 'german', 'italian', 'tamil', 'syntax', 'semantics', 'morphology']",2016
Root-based Syntax and Japanese Derivational Morphology,https://ling.auf.net/lingbuzz/002918/current.pdf?_s=1IUseDd-6UBBENhJ,"['de Chene, Brent']","Published proposals that paired intransitive and transitive verb stems in Japanese (nao-r- ‘get better’, nao-s- ‘make better’) are syntactic constructions of root plus little v (Volpe 2005, Harley 2012, Marantz 2013) rest empirically on a database (Jacobsen 1992, Volpe 2005) that consists entirely of such transitivity pairs.  The procedure for root identification assumed by those proposals thus involves only pairwise examination of verbal stems, disregarding both stems of other lexical categories and verbal stems outside the transitivity pair.  Relaxation of these constraints, which have no principled basis, reveals that a significant minority of Japanese verb stems in fact display sequences of two transitivity-determining suffixes (yuru- ‘slack (adj.)’, yuru-m- ‘slacken (intr.)’, yuru-m-e- ‘slacken (tr.)’; nezi ‘screw’, nezi-r- ‘twist (tr.)’, nezi-r-e- ‘get twisted’).  

The recognition of sequences of transitivity-determining suffixes allows us to test the hypothesis that those suffixes are syntactic elements by examining how they interact with each other.  When this is done, we find that, in sharp contrast to what is observed with uncontroversially syntactic elements like auxiliary verbs, an outer transitivity suffix must be taken to render an inner one inert for purposes of semantic interpretation and argument structure.  A parallel argument is provided by the interaction of the verbal suffix -m- and the adjectival suffix -si-:  voiding of the properties of the inner element is again observed, along with the added complication that the order in which those two suffixes occur is an idiosyncratic function of the individual root.  A final argument against taking the combination of root and transitivity suffix to be a syntactic construction is the diachronic instability of the putatively compositional interpretation thereof; I consider in particular the case of causative -s-.  In conclusion, I briefly consider the choices available for alternative modes of characterizing the knowledge that speakers have about the semantic and morphological relations among stems.",['635 times'],2016
A bootstrap-based reanalysis of Zamma (2013),https://ling.auf.net/lingbuzz/002926/current.pdf?_s=I8aVc0Aiyrbb97v2,"['Kawahara, Shigeto']","In his recent book ""Patterns and Categories in English Suffixation and Stress Placement: A Theoretical and Quantitative Study,"" Zamma (2013) identified four classes of English suffixes in terms of the (i) root attachment behaviors and (ii) stress patterns, instead of the more traditional “Class 1 vs. Class 2” distinction (Siegel, 1974). He showed that these four types of suffixes are not evenly distributed in the English lexicon, and their distributions are affected by whether the suffixes are light or heavy. He went on to argue that with the theory of unranked constraints developed by Anttila (2002), we can predict these distributions. This short paper offers a statistical reassessment of this claim using a bootstrap resampling method.","['english', 'suffix', 'stress', 'root-attachment', 'bootstrap', 'resampling', 'morphology', 'phonology']",2016
Implicatures from Silence: A remark on Chung's puzzle,https://ling.auf.net/lingbuzz/002899/current.pdf?_s=8p24gQ8pAOeDv0IT,"['Barros, Matthew', 'Saab, Andrés']","We focus on the observation that the interpretation of some elliptical utterances does not match that made available by the putative non-elliptical alternant. We propose an account of this couched in the assumption that ellipsis involves non- insertion of (otherwise) pronounced material in the PF-branch (Merchant 2005, Saab 2008, amongst others). The capacity for ellipsis to give rise to implicatures, unavailable in the absence of ellipsis, follows from standard and independently motivated assumptions about the featural content of pronounced lexical items (as opposed to elided/unpronounced items, extending ideas in Kratzer 1998, 2009, Safir 2014). Our approach is consistent with a view of the identity condition on ellipsis resolution that crucially incorporates a semantic/interpretive component.",['449 times'],2016
Introduction and Table of Contents for Oxford Handbook of Ergativity,https://ling.auf.net/lingbuzz/002928/current.pdf?_s=5ByT2Kal4m8DvvGl,"['Coon, Jessica', 'Massam, Diane', 'Travis, Lisa']","This volume contains 45 chapters which tackle the phenomenon known as ergativity. The term “ergativity” has been most commonly used to refer to systems with one or both of the following properties: (i) transitive subjects pattern differently from intransitive subjects and from transitive objects; and (ii) transitive objects and intransitive subjects pattern alike. A wide range of work across different traditions converges on the idea that “ergativity” is not a single unitary phenomenon, and is not realized in the same way across different languages. Dixon (1994, 219), for example suggests that “there is no necessary connection between ergative characteristics and any other linguistic feature”, and Johns (2000, 67) writes in a similar vein that there may be “little value in studying ergativity as a thing in itself.” In her recent survey of ergativity, Deal (2015b) suggests that “ergativity is not one but many phenomena.” Nonetheless, certain patterns and correlations emerge, suggesting that while there is certainly diversity, there is also some unity––perhaps motivating the existence of this additional volume on the topic. The general themes of unity and diversity in and among ergative systems are touched on in the chapters that follow.","['ergativity', 'alignment', 'case', 'agreement', 'syntax', 'morphology', 'semantics', 'morphology', 'syntax']",2016
Causatives in Moroccan Arabic: Towards a Unified Syntax-Prosody,https://ling.auf.net/lingbuzz/004059/current.pdf?_s=JwDK9uPLacch5kQw,"['Loutfi, Ayoub']","This paper explores the nature of the post-syntactic operations responsible for the
representations of linear order of terminal nodes. In particular, it argues in favor of a unified
model of the morphosyntax and morphophlonology, wherein the theory of Distributed
Morphology and Optimality theory operate in a single grammar. The testing ground is an
investigation of the formation of morphological causatives in Moroccan Arabic. Herein, the
process realizing causatives is morphological gemination, whereby the second consonant of
the root is doubled. Investigating the question of what triggers the infixal process, we argue
against the linearization algorithm suggested in Embick & Noyer (2001), Embick & Marantz
(2006), and Embick (2006, 2010). Instead, the claim we defend here is that the onus of the
linearization process falls on the prosody in Arabic, the central assumption being that the
morphosyntactic structure, the output of the syntactic derivation, is the input to OT
morphophonological constraints. These constraints are responsible for the linearization of the
terminal nodes of the syntactic derivation.","['distributed morphology', 'optimality theory', 'causatives', 'nonconcatenative morphology', 'linearization', 'morphology', 'syntax', 'phonology']",2016
SEMANTIC GENDER DIVERSITY AND ITS ARCHITECTURE IN THE GRAMMAR OF ARABIC,https://ling.auf.net/lingbuzz/002862/current.pdf?_s=QZU6pfpixmrksODu,"['Fassi Fehri, Abdelkader']","Contrary to a widespread typology/theory of Gen(der), where Gen is essentially (a) a nominal class marking device, (b) semantically sex-based, and (c) syntactically reflected in gender agreement through sexed-animate controllers (Kibort & Corbett 2008; Dahl 2000; Kihm 2005, among others), I argue that Gen is (a) polysemous, instantiating a large and diverse number of meanings, (b) distributed over multiple layers in the DP, CP, or SAP architecture, and (c) it exhibits a variety of distinct controllers and properties of agreement.","['polysemous gender', 'distributed gender', 'individuation', 'quantity', 'evaluation', 'performativity', 'semantics', 'morphology', 'syntax']",2016
Lectures on Postsyntactic Morphology,https://ling.auf.net/lingbuzz/002587/current.pdf?_s=2rBwiNKkZkZ-eveb,"['Nevins, Andrew']","These lecture notes, used at the LSA 2015 Institute in Chicago and elsewhere, will be periodically updated (and like Don Knuth, I may begin a system of monetary payments for errors spotted!). They are meant to accompany live lectures that provide an introduction to Distributed Morphology and like all pedadogical material, must thereby make certain choices in what to emphasize and distill. The lecture notes will eventually be incorporated into a coauthored project with Karlos Arregi for a textbook on this topic.",['v4 [July 2015]v3 [July 2015]v2 [July 2015]v1 [July 2015]'],2016
A view of the morphome debate,https://ling.auf.net/lingbuzz/003041/current.pdf?_s=Fadvklv-tJGSOnvL,"['Bermudez-Otero, Ricardo', 'Luís, Ana']","This paper surveys the current debate on the morphome, drawing attention to underexplored theoretical possibilities and underexploited empirical tools. We distinguish three related but separate claims made by proponents of the morphome: that there exist morphological patterns mapping arbitrary sets of exponenda onto arbitrary sets of exponents; that such patterns do not suffer from a learnability disadvantage; and that all patterns of exponence are mediated by purely morphological categories belonging to an autonomous level of linguistic representation. We review the problems caused by the lack of positive criteria for morphomicity and by disagreements over the application of negative criteria. We present arguments for a learning bias in favour of realization patterns involving natural classes, and we call for greater use of wug-tests and artificial grammar learning experiments in research on this question. Competing morphological theories turn out to be exhibit a surprising amount of empirical overlap, and their implications for the learnability of morphomic patterns are less straightforward than usually assumed.","['morphome', 'autonomous morphology', 'arbitrariness', 'stem', 'inflectional class', 'falsifiability', 'operational definition', 'natural class', 'learning bias', 'artificial grammar learning', 'morphology']",2016
When Prosody Follows Syntax: Verbal Stems in Czech,https://ling.auf.net/lingbuzz/002834/current.pdf?_s=VEFHB7sVfM6PYolm,"['Ziková, Markéta']","The paper examines syntactic and prosodic constituency within a verbal stem in Czech. Working in the frameworks of Nanosyntax and Strict CV, I argue that syntax to prosody mapping is direct to the extent that prosodic domains correspond to particular syntactic constituents. On the basis of two vocalic alternations, namely vowel zero alternations in verbal prefixes and roots and alternations in vowel length in roots and theme suffixes, I show that the perfective verbal stem represented by a linear string prefix root theme is parsed into three prosodic constituents, [prefix root], [root theme] and [prefix root theme]. These prosodic domains correspond to three syntactic constituents: VP and a lower and higher projection of the theme suffix respectively. The crucial point of the syntactic analysis is that the prefix undergoes phrasal movement: it is generated next to the root in VP and when the theme is added, it moves to its specifier. In the [prefix root] constituent, the vocalization pattern of the prefix is established. The constituents comprising theme suffixes are prosodic domains in which a general rule (called the infinitival template) operates; this rule in effect lengthens underlying long vowels in monosyllabic infinitives.","['syntax-phonology interface', 'verbal stem', 'prosodic template', 'vowel length alternations', 'vowel-zero alternations', 'czech', 'morphology', 'phonology']",2016
Against V-to-T-to-C movement in Japanese: A Case Study of Non-Constituent Coordination,https://ling.auf.net/lingbuzz/002705/current.pdf?_s=Lgyy9bEKVQf5q_bk,"['Kobayashi, Ryoichiro']","This study aims to offer arguments against V-to-T-to-C verb movement in Japanese, which is a strict head-final language, through a case study of Non-Constituent Coordination (NCC) (1). 
(1) Mary-ga [[John-ni ringo-o 2-tu] to [Bob-ni banana-o 3-bon]] age-ta 
M.-nom [[John-to apple-acc 2-cl] conj [Bob-to banana-acc 3-cl]] give-past 
‘Mary gave two apples to John, and three bananas to Bob.’ (Koizumi 2000:228) 
I [1] provide novel data showing that head movement does NOT take place, which supports Fukui and Sakai’s (2003) (F&S, henceforth) gapping approach; and [2] propose a new analysis of cleft constructions in NCC.","['coordination', 'head movement', 'verb raising', 'japanese syntax', 'distributed morphology', 'morphology', 'syntax']",2016
The Accusative Subject Generalization,https://ling.auf.net/lingbuzz/002839/current.pdf?_s=AncmaYHcZPKtFVUM,"['Wood, Jim']","This article discusses the morphosyntax of accusative subject constructions in Icelandic, from the point of view of the ‘dependent case’ analysis of accusative. The primary focus is on deriving the Accusative Subject Generalization (ASG), the generalization that accusative subjects are never related thematically to a morphologically intransitive verb. After it is demonstrated that the ASG holds, it is proposed that the ASG follows from the claim that there is no such thing as inherently case-marked accusatives in Icelandic. The accusative subject constructions under scrutiny in fact involve a silent external argument that distributes like a clitic syntactically and is interpreted like a weather pronoun semantically. The account is explanatory insofar as it involves one stipulation—the presence of a silent clitic—from which the ASG and numerous other syntactic, semantic, and morphological properties of accusative subject constructions follow. The explanatory value of the account hinges on a grammatical architecture where morphological idiosyncrasy and semantic idiosyncrasy are computed in distinct components of the grammar, and case marking—even structural case marking—is divorced from DP licensing.","['case-marking', 'dependent case', 'accusative case', 'fate accusatives', 'quirky case', 'oblique subjects', 'icelandic syntax', 'weather verbs', 'morphology', 'syntax']",2016
The se-ra alternation in Spanish subjunctive,https://ling.auf.net/lingbuzz/002301/current.pdf?_s=bc5LKyFPpclyYKmD,"['Guzmán Naranjo, Matías']","This is a first draft. Comments welcome.

----

In this paper I take a look at a classic problem in Spanish morphosyntax,
namely the alternation between the forms -se and -ra in the Imperfect Subjunc-
tive (Imperfecto de Subjuntivo). Research on this topic has mainly focused on
sociolinguistic variation, and has been done almost exclusively with impression-
istic data and speaker’s intuitions. I address the problem from a usage-based
perspective, using corpus linguistics methods. The main claim is that the choice
between -se and -ra correlates to a certain extent with morpho-syntactic and
discourse factors. Through collostructional analysis I also show that there are
repelled and attracted collexemes that distinguish and relate both forms.","['se ra', 'imperfect subjunctive', 'spanish', 'ndl', 'alternation', 'morphology', 'syntax']",2016
A note on possession and mereology in Ulwa property concept constructions,https://ling.auf.net/lingbuzz/002114/current.pdf?_s=q_c4Bkr-2X-NZyVl,"['Francez, Itamar', 'Koontz-Garboden, Andrew']","Ulwa (Misumalpan; Nicaragua) shows a puzzling and unique pattern in which a single
affix marks the head of a possessive noun phrase and appears on roots expressing
property concepts. This pattern has been argued to be semantically motivated by
Koontz-Garboden and Francez (2010). This paper discusses two constructions of Ulwa
that do not receive a natural treatment in their analysis, potentially casting doubt on the
plausibility of a se- mantic motivation for the syncretism. We provide a modified version
of the analysis, in which property concept roots denote mereologically ordered sets of
portions of substance (in the spirit of Link's 2002 treatment of mass nouns), as argued
for in Francez and Koontz- Garboden (2014), rather than property theoretic ones.
Possessive relations are then taken to include mereological ones. Such an analysis not
only retains the motivation for a semantic approach to the syncretism, but also
strengthens it, by showing that the range of interpre- tations available to the allegedly
possessive affix is one expected of possessive lexemes more generally.","['property concepts', 'possession', 'gradability', 'mass nouns', 'predication', 'mereology', 'syncretism', 'morphosemantics', 'ulwa', 'semantics', 'morphology', 'syntax']",2016
Catalan vowel epenthesis as evidence for the free ride approach to morphophonemic learning,https://ling.auf.net/lingbuzz/004218/current.pdf?_s=JXD6BQt1EJnXZ0A9,"['Lloret, Maria-Rosa', 'Pons-Moll, Clàudia']","Although the discovery of underlying representations (URs) is a complex
task that may be conditioned by various factors (see, e.g., Albright
2002), it has traditionally been claimed to be quite straightforward
when the UR is revealed by productive and transparent morphophonemic
alternations and when there is a clear and regular phonological
condition in the language that justifies the disparities between the
presumed UR and the corresponding surface representation. Among
other possible scenarios (see, e.g., Albright 2008, Kager 2008, Pater
et al. 2012), uncertainty appears when these morphophonemic alternations
do not exist, when they are not fully productive and transparent,
or when more than one interpretation of the UR is possible. This is
the case of the URs of words beginning with ""esC-"" in Catalan, which
we discuss here.

The purpose of this squib is twofold. On the empirical side, we
provide new arguments for the epenthetic nature of the vowel in ""esC-""
words, arising from the interaction between potential word-initial
vowel epenthesis and underapplication of vowel reduction
(VR) in Majorcan Catalan. On the theoretical side,
we show how Majorcan Catalan learners take a ""free ride"" (McCarthy
2005) in the process of constructing the UR of nonalternating forms
involving ""esC-"" initials by generalizing the pattern--and the subsequent
input-output mapping--observed in cases with transparent morphophonemic
alternations and a similar syllabification problem.","['underlying representations', 'morphophonemic learning', 'free-ride', 'richness of the base', 'lexicon optimization', 'vowel epenthesis', '/sc/ word-initial clusters', 'catalan', 'morphology', 'phonology']",2016
Featural Variables,https://ling.auf.net/lingbuzz/002128/current.pdf?_s=cbH7fNLkgMGT_Zxc,"['Schlenker, Philippe']","A long line of research takes some sign language loci to be the overt realization of variables. Kuhn 2014 argues that this analysis fails in two cases. (i) First, loci sometimes appear to be inherited through agreement rather than directly interpreted, in particular in those environments in which phi-features are known to remain uninterpreted (= 'Kuhn's Generalization'). (ii) Second, there are cases in which one and the same locus can refer to different individuals, in contradiction with the predictions of the standard theory. Kuhn concludes that sign language loci are an open class of features rather than of variables; and he provides a variable-free treatment of them, although without accounting for their deictic uses. While granting the correctness of Kuhn's Generalization, we offer an alternative in which loci are both features and variables: some loci (in particular deictic ones) obtain their value from an assignment function, and introduce presuppositions on the value of other (covert) variables; but loci are also subject to the same rules of agreement as phi-features, and thus remain uninterpreted in other environments. Finally, we argue that spoken languages also have expressions that are featural while also containing a variable element.

Published version: https://rdcu.be/6oOQ","['features', 'variables', 'loci', 'sign language', 'agreement', 'binding', 'focus', 'semantics', 'morphology', 'syntax']",2015
Explaining Mainland Scandinavian Gender,https://ling.auf.net/lingbuzz/002801/current.pdf?_s=7E8NeT-r3gYRtVBL,"['Josefsson, Gunlög']","Examining the gender systems in Mainland Scandinavian, I argue that a strict division has to be made between three dimensions of gender: formal gender, semantic gender, and lexical gender. Lexical gender is a salient meaning component of a noun; this dimension of gender is syntactically inert. Semantic gender is a category of thought, basic to human cognition, and conveyed by pronominal resources. Examples of semantic genders are masculine, feminine, countable, non-countable, animate, and non-animate. Formal gender is – synchronically – phonology and thus syntactically inert. This means that there is no Formal Gender Phrase or the like in the syntactic tree. The three dimensions are clearly separate, but they interact, and the pronominal forms associated with the different dimensions are sometimes identical, which blurs the picture.
The formal gender features have basically the same status as the phonological features of a root. Thus, formal gender does not carry any inherent meaning, but may be used for the spell-out of semantic distinctions, for example animate – inanimate. Of particular importance is the idea that neuter is used in Mainland Scandinavian to spell out the absence of number, which accounts for neuter agreement on so-called pancake sentences. A pragmatic effect is that neuter in such contexts corresponds to non-countability. In adjectival agreement, however, formal gender is more or less ornamental. Agreement on adjectives is a phonological wellformedness criterion, and if no other source to agreement is available, agreement will be in formal gender.
Drawing on work done in the 80s (primarily Bosch 1983; 1986; Cornish 1983), I argue that it is necessary to distinguish between pronouns that refer to a linguistic entity, for example a DP, and pronouns that refer to a discourse entity. This is, in fact, what lies behind they properties of hybrid nouns (Corbett 1991), which are cases where the two ways of making reference make use of different pronominal forms. For Swedish the pronouns den (3C) and det (3N) are carefully discussed in this study. It is shown that these pronouns can be used as Syn-pronouns, that is for reference to noun phrases, where the head nouns are formally common gender or neuter, but also as Ref-pronoun, to make reference to countable or non-countable discourse entities.
The analyses are based on Mainland Scandinavian, but an outlook is made to some related languages.",['592 times'],2015
Clause Structure in Contact Contexts: the Case of Sason Arabic,https://ling.auf.net/lingbuzz/002811/current.pdf?_s=G_OOCVlptr_HFOY2,"['Akkus, Faruk', 'Benmamoun, Elabbas']","In this paper, we discuss the syntax of negation in Sason Arabic which patterns with both its Arabic neighbors, particularly the so-called Mesopotamian varieties (such as the Iraqi variety/varieties of Mosul) and the neighboring languages that are typologically different, particularly Kurdish and Turkish. We provide a description of copula constructions in Sason and discuss their word order patterns and interaction with sentential negation. Depending on the nature of the predicate, Sason displays both head-initial word order, which reflects its Arabic and Semitic lineage, and head-final word order, which shows the influence of its head final neighbors and competitors for linguistic space.","['copula', 'negation', 'sason arabic', 'language contact', 'clause structure', 'morphology', 'syntax']",2015
"A-adjectives, statistical preemption, and the evidence: Reply to Yang (2015)",https://ling.auf.net/lingbuzz/002817/current.pdf?_s=B2Q4D8e3eWjE_VXK,"['Goldberg, Adele', 'Boyd, Jeremy']","A certain class of English adjectives known as a-adjectives resists appearing attributively as prenominal modifiers (e.g., ??the afraid boy, ??the asleep man). Boyd & Goldberg (2011) had offered experimental evidence suggesting that the dispreference is learnable on the basis of categorization and statistical preemption: repeatedly witnessing predicative formulations in contexts in which the attributive form would otherwise be appropriate. The present paper addresses Yang (2015)’s counterproposal for how a-adjectives are learned, and his instructive critique of statistical preemption.  The counterproposal is that children receive evidence that a-adjectives behave like locative particles in occurring with certain adverbs such as far and right. However, in an analysis of the 450 million word COCA corpus, the suggested adverbial evidence is virtually non-existent (e.g., *far alive; *straight afraid). In fact, these adverbs occur much more frequently with typical adjectives (e.g., far greater, straight alphabetical). Furthermore, relating a-adjectives to locative particles does not provide evidence of the restriction, because locative particles themselves can appear as prenominal modifiers (the down payment, the outside world). The critique of statistical preemption is based on a 4.3 million word corpus analysis of child directed speech that suggests that children cannot amass the requisite evidence before they are three years old. While we clarify which sorts of data are relevant to statistical preemption, we concur that the required data is relatively sparsely represented in the input. In fact, recent evidence suggests that children are not actually cognizant of the restriction until they are roughly ten years old, an indication that input of an order of magnitude more than 4.3 million words may be required. We conclude that a combination of categorization and statistical preemption is consistent with the available evidence of how the restriction on a-adjectives is learned.","['statistical preemption', 'negative evidence', 'adjectives', 'semantics', 'morphology', 'syntax']",2015
The interpretation of external arguments,https://ling.auf.net/lingbuzz/002487/current.pdf?_s=9kbeh-kDTCmLr_MF,"['Wood, Jim', 'Marantz, Alec']","The striking parallels across languages in the syntactic expression of “argument structure” broadly construed has led within generative grammar, at least since Generative Semantics, to generative theories that demand a kind of transparent reflection of argument structure in underlying syntactic representations. This trend is reflected in approaches oriented around thematic roles, such as those that adopt some version of UTAH, as well as event-structure oriented approaches like that in Ramchand 2008 in which, in a sense, event structure is underlying syntactic structure. An alternative approach attributes the relative uniformity of the expression of argument structure to the principles that interpret syntactic structure semantically; here, syntax is truly autonomous, with the atoms of syntactic representations and their relations carrying no semantic values. On this alternative approach, we might expect that the same meanings could be expressed by different syntactic structures and that the same syntactic structures might express different meanings.  

	In this chapter, we present an account of the heads that add participants to events.  Within current theories, these heads are usually identified as voice, appl, and prepositions, as well as little v for some linguists, where the causative little v head might introduce an agent or causer. We will follow Pylkkänen (2008), Harley (2013) and Legate (2014) among others, in arguing that little v does not, by itself, introduce an argument, so our account will focus primarily on the voice, appl, and prepositional heads. We will argue that syntactic heads crucially involved in the interpretation of argument structure – heads like v, voice, p and appl – are subject to contextual allosemy at the semantic interface such that each such head may have a particular range of meanings, including a null (expletive) meaning, depending on the syntactic context. Once syntactic heads are absolved from the necessity of carrying certain features relevant to their interpretation explicitly, when the features are rather computed contextually at the point of semantic interpretation, we can develop a sparse inventory of functional heads for the syntax. The empirical focus of the chapter revolves around Icelandic figure reflexives, Japanese adversity causatives, and possessor raising constructions.","['voice', 'applicatives', 'prepositions', 'verbalizers', 'little p', 'japanese', 'icelandic', 'quechua', 'clausal possession', 'delayed gratification', 'possessor raising', 'adversity causatives', 'causatives', 'figure reflexives', 'reflexive verbs', 'argument introducers', 'semantics', 'morphology', 'syntax']",2015
Differential object marking in Hungarian and the morphosyntax of case and agreement,https://ling.auf.net/lingbuzz/005010/current.pdf?_s=UIiIOAtaBN9c0XRz,"['Bárány, András']","This dissertation deals with several related phenomena regarding the interaction of case and agreement across languages. The first part focuses on differential object agreement in Hungarian, where the finite verb always agrees with its subject and sometimes also agrees with the direct object. I argue that both the syntactic structure and the semantic properties of the object are crucial in determining differential agreement. In addition, the morphological realisation of agreement depends on the features of the subject and the object. In inverse configurations, the verb only spells out subject agreement in Hungarian. 

The second part puts the discussion of Hungarian object agreement in a cross-linguistic context. I argue that the phenomenon of “global case splits” represents a dependent-marking counterpart to inverse agreement. In global case splits, case-marking of the subject or the object of a sentence depends on properties of the both arguments, not just the argument that is case-marked (or not). Rather than spelling out an inverse marker (or nothing, as in Hungarian) in inverse configurations, the verb assigns a special case-marker to the one of its arguments in global case splits. Such global case splits represent instances of agreement feeding or bleeding case-marking rather than the other way round. I suggest that Case assignment and probing for phi-features are distinct processes, the order of which varies across languages. If Case assignment precedes phi-agreement, global case splits are ruled out; the order makes them possible.

Finally, I sketch aspects of a parameter hierarchy for agreement systems.

An extended and updated version of this dissertation has been published as “Person, Case, and Agreement” with OUP (2017).","['hungarian', 'inverse agreement', 'global case splits', 'morphosyntax', 'case and agreement', 'morphology', 'syntax']",2015
Stress-by-Reduplication in Los Silos Spanish,https://ling.auf.net/lingbuzz/002747/current.pdf?_s=8wkOFoS70FBvot1g,"['Alcaraz, Alejo']","This piece of work mainly focuses on some exotic morpho-phonological processes –at least regarding Spanish dialectology- found in the verbal compound forms of Los Silos Spanish (LS
Sp).","['stress', 'epp', 'auxiliary', 'morphology', 'syntax']",2015
Complex predicate formation via voice incorporation,https://ling.auf.net/lingbuzz/001968/current.pdf?_s=pk67RtrSZFV3gCWu,"['Wurmbrand, Susi']","This article proposes a new approach to restructuring which unites complex head approaches with a bare VP complementation approach. With the former, I argue that restructuring involves incorporation, how- ever, in contrast to complex head (V—V) approaches, I argue that only the voice head of a restructuring complement undergoes incorporation. With the VP complementation approach, I assume that a restructur- ing complement contains a syntactically and semantically independent VP. In contrast to the bare VP complementation approach, however, I propose that restructuring complements also involve a voice head (but no embedded subject). Motivation for a voice head in restructuring comes from the subject interpreta- tion of the embedded predicate, German stem allomorphy, and voice marking in several Austronesian languages. This hybrid account has the advantage that argument structure ‘sharing’ only applies to the subject of a restructuring configuration, whereas the remaining argument and event structure properties of the matrix and embedded VPs remain separate, which is supported by cross-linguistic properties pointing to the morphological, syntactic, and semantic independence of the two VPs. The account proposed achieves a larger empirical coverage than previous accounts and also improves in several respects on the theoretical details of previous analyses.","['restructuring', 'incorporation', 'long passive', 'features of voice', 'voice marking', 'anti-reconstruction', 'german', 'japanese', 'itelmen', 'chamorro', 'acehnese', 'mayrinax atayal', 'isbukun bunun', 'morphology', 'syntax']",2015
